,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
24.273762053578235,AT5G43440,AT1G78370,AT2G39730,AT4G19450,AT1G06040,AT5G25220,AT2G03310,AT5G14200,AT3G09840,AT3G08920,,,,,,,,,,,,,,,,,,,,,,
25.574917889824864,AT3G11900,AT5G20360,AT5G37780,AT3G46290,AT3G19710,AT1G37130,AT4G35783,AT1G08980,AT1G64500,AT1G06002,AT5G40500,AT1G57990,AT3G07350,AT3G08730,AT4G35310,,,,,,,,,,,,,,,,,
23.45765861889905,AT5G40500,AT5G19540,AT3G11900,AT5G35630,AT1G17050,AT4G12800,AT1G65860,AT4G00830,AT4G26130,AT4G35000,AT5G64940,AT1G17360,AT5G16400,AT3G11800,AT5G52450,AT2G47490,AT3G19710,AT4G09810,AT2G29310,,,,,,,,,,,,,
23.631039243349743,AT2G38670,AT3G09600,AT2G30570,AT3G59410,AT5G18130,AT1G10370,AT2G18230,AT5G14320,AT1G06002,AT4G09810,AT4G16180,AT4G12800,AT3G11800,AT4G27320,AT3G54830,AT1G60590,AT5G24420,AT5G01340,,,,,,,,,,,,,,
29.314874582474282,AT5G66740,AT5G40500,AT3G11900,AT2G47490,AT5G06690,AT1G09340,AT5G02810,AT2G04700,,,,,,,,,,,,,,,,,,,,,,,,
24.160075402817814,AT5G14200,AT4G12070,AT3G13930,AT5G64860,AT1G21500,AT1G48100,AT1G26560,AT2G32080,AT4G12060,AT5G62430,AT4G04020,AT5G64840,AT2G43010,AT3G09550,AT1G16240,AT1G08980,AT2G35660,AT1G33970,AT2G37180,AT2G19860,AT3G14760,AT1G65490,AT4G35000,AT2G17880,,,,,,,,
32.10641292912344,AT1G31330,AT2G33500,AT1G03130,AT1G09340,AT3G09600,AT4G12900,AT2G38820,AT2G41430,,,,,,,,,,,,,,,,,,,,,,,,
20.029608520359602,AT2G18230,AT5G43440,AT2G47490,AT1G06040,AT5G23010,AT4G00830,AT1G37130,AT4G16880,AT4G37540,AT1G21500,AT4G19390,,,,,,,,,,,,,,,,,,,,,
22.07742762178709,AT2G47750,AT4G19450,AT3G17510,AT4G37930,AT5G06690,AT4G16880,AT2G47490,AT1G13650,AT4G16890,AT1G06040,AT1G53320,,,,,,,,,,,,,,,,,,,,,
21.71208754245189,AT3G08920,AT2G40400,AT5G15850,AT1G72416,AT5G40500,AT5G35630,AT5G42190,AT5G06690,AT2G42220,AT2G30570,AT2G19650,AT4G00830,AT3G56290,AT1G13080,AT5G12150,,,,,,,,,,,,,,,,,
22.06952875009276,AT3G59410,AT4G26130,AT5G58870,AT2G15570,AT4G08870,AT2G33500,AT5G57660,AT2G32080,AT5G37310,AT2G23010,AT1G64970,AT1G15690,AT1G21500,AT4G27320,AT2G19650,AT2G42220,,,,,,,,,,,,,,,,
24.90686784055037,AT4G32280,AT5G64860,AT2G32390,AT1G48100,AT4G35783,AT5G02150,AT5G47560,AT3G09600,AT3G55040,AT2G15570,AT5G55070,AT1G31330,AT4G37930,AT2G23840,AT2G29650,AT5G64840,,,,,,,,,,,,,,,,
